circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,NSC BOSE NAGAR,DOMESTIC,1,216,206.0,21545.0,187.2
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,PRABHATH NAGAR,DOMESTIC,1,826,816.0,108526.0,1138.2
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,PRATHIBHA NAGAR,DOMESTIC,1,102,90.0,11969.0,107.41
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,RAJ NAGAR,DOMESTIC,1,2246,2230.0,237648.0,2400.41
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,"RAJEENAGAR,FATIMANAGAR",DOMESTIC,1,2448,2428.0,451452.0,6300.77
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,S.R.T.NAGAR,DOMESTIC,1,730,721.0,96620.0,738.35
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SRINAGAR APARTMENTS,DOMESTIC,1,1124,1115.0,315324.0,5428.1
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SRINAGAR KESHAVNAGAR,DOMESTIC,1,957,944.0,220995.0,4545.72
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,PRASHASAN NAGAR,DOMESTIC,1,800,774.0,214190.0,4105.42
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,PRATHIBHA NAGAR,DOMESTIC,1,738,674.0,70237.0,646.08
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,RADHA KRISHNA NAGAR,DOMESTIC,1,715,712.0,82735.0,834.42
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,RAJEEVGANDHI NAGAR,DOMESTIC,1,972,887.0,90196.0,898.56
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,RAMA RAO NAGAR,DOMESTIC,1,1373,1345.0,147713.0,1579.42
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,SHILPI NAGAR,DOMESTIC,1,584,494.0,55754.0,459.89
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,SHIVAJI NAGAR,DOMESTIC,1,907,898.0,88789.0,1089.8
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,SNEHAPURI COLONY,DOMESTIC,1,1171,1167.0,144877.0,1786.15
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,SNEHAPURICOLONY II,DOMESTIC,1,1102,1096.0,161839.0,2467.05
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,SWARAJ NAGAR,DOMESTIC,1,1093,1072.0,122610.0,1315.57
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,SWARAJ NAGAR (SOUTH),DOMESTIC,1,427,414.0,61981.0,515.03
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,SAIBABA NAGAR,DOMESTIC,1,1653,1619.0,178875.0,1580.78
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,SANJAY NAGAR,DOMESTIC,1,1020,1009.0,128889.0,1055.62
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,SERWELL CO-OP SOCIETY,DOMESTIC,1,236,236.0,44953.0,802.32
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,SRI RAM NAGAR,DOMESTIC,1,1451,1439.0,186822.0,1747.59
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,SRI RAM NAGAR (E),DOMESTIC,1,1003,994.0,136637.0,1390.29
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,SRI RAM NAGAR (N),DOMESTIC,1,877,869.0,144194.0,1269.96
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,STREET LIGHTS,DOMESTIC,1,1,,0.0,1.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,T.ANJAYYA NAGAR,DOMESTIC,1,496,462.0,53856.0,438.73
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,VINAYAK NAGAR,DOMESTIC,1,519,504.0,59653.0,432.27
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,STEEL & MINES,DOMESTIC,1,160,160.0,32877.0,532.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,TEMP SUPPLY,DOMESTIC,1,1,1.0,514.0,12.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,UPPER BASTI,DOMESTIC,1,1269,1230.0,174469.0,2099.07
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,WB. WADDAR BASTHI,DOMESTIC,1,1269,1238.0,200014.0,2728.34
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,B-BLOCK-2,DOMESTIC,1,1398,1385.0,171722.0,1798.36
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,CT METERS & NET METERS,DOMESTIC,1,128,127.0,183724.0,3869.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,F-BLOCK SK NAGAR,DOMESTIC,1,497,494.0,64368.0,783.79
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,GAYATRI HILLS,DOMESTIC,1,1416,1398.0,214413.0,2445.53
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,RDNO-12 SS TO TRS  BHAVAN CIRC,DOMESTIC,1,725,696.0,242118.0,4914.97
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,SRIRAM NAGAR RD NO-13,DOMESTIC,1,1927,1891.0,290120.0,2772.12
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,TRS BHAVAN TO MINISTERS QRTERS,DOMESTIC,1,518,497.0,190165.0,3236.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,TTD,DOMESTIC,1,153,149.0,121194.0,3026.32
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,,DOMESTIC,1,2,,0.0,1.26
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,ASWINI & HUDA ENCLAVE,DOMESTIC,1,795,770.0,268684.0,5719.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,BNR & NANDI HILLS,DOMESTIC,1,248,238.0,80346.0,1383.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,CC-CAMERAS,DOMESTIC,1,1,1.0,0.0,1.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,CYBER HILLS,DOMESTIC,1,414,407.0,81014.0,1681.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,VINAYAK NAGAR,DOMESTIC,1,553,503.0,51885.0,489.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,VINAYAKRAO NAGAR,DOMESTIC,1,1008,990.0,102793.0,1241.03
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,AVANTHI NAGAR,DOMESTIC,1,1377,1371.0,172810.0,2220.98
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,AVANTHI NAGAR THOTA,DOMESTIC,1,1147,1138.0,125961.0,1672.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,AVANTHI NAGAR THOTA EAST,DOMESTIC,1,917,915.0,107126.0,1323.88
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,AVANTHI NAGAR THOTA NEW II,DOMESTIC,1,837,833.0,101536.0,1130.87
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,BALAJI SWARNA PURI,DOMESTIC,1,877,861.0,170880.0,2812.3
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,CHATRAPATHI SHIVAJI NAGAR,DOMESTIC,1,239,236.0,25338.0,264.3
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,CT METERS HV(GRC) ERRAGADDA,DOMESTIC,1,31,31.0,122858.0,1085.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,ERRAGADDA- SHAREEF GALLI,DOMESTIC,1,496,487.0,82531.0,747.93
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,ALLAUDDIN KOTI,DOMESTIC,1,653,630.0,94363.0,640.84
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,ASHOK LABOUR COLONY,DOMESTIC,1,1412,1396.0,200223.0,2076.23
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,BHARATNAGAR EWS (E),DOMESTIC,1,194,192.0,19119.0,204.38
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,BHARATNAGAR EWS (S),DOMESTIC,1,568,564.0,52315.0,581.93
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,BHARATNAGAR HIG,DOMESTIC,1,567,557.0,74909.0,1247.05
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,BHARATNAGAR LIG,DOMESTIC,1,321,320.0,41724.0,365.08
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,BHARATNAGAR LIG (E),DOMESTIC,1,434,401.0,41020.0,483.48
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,BHARATNAGAR MIG,DOMESTIC,1,824,812.0,104323.0,1353.57
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,BHARATNAGAR PVT HOUSES,DOMESTIC,1,1470,1458.0,183015.0,2691.06
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,GRC HIGH VALUES,DOMESTIC,1,225,219.0,66735.0,1880.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,HYLAM COLONY,DOMESTIC,1,1414,1402.0,248368.0,2729.5
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,KRISHNA NAGAR C BLOCK,DOMESTIC,1,1987,1937.0,250203.0,2772.52
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,KRISHNANAGAR C BLOCK,DOMESTIC,1,1109,1092.0,138474.0,1385.11
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,LAXMI NARSIMHA NAGAR,DOMESTIC,1,1093,1040.0,129576.0,1250.67
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,LAXMI NARSIMHA NAGAR-2,DOMESTIC,1,1185,1148.0,131724.0,1281.84
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,LN NAGAR MAZIDH,DOMESTIC,1,1242,1237.0,154781.0,1582.54
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,MARUTHI NAGAR,DOMESTIC,1,903,895.0,129888.0,1830.83
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,"MLA,MPS COLONY",DOMESTIC,1,617,554.0,203459.0,3181.68
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,POLICE  QUARTERS,DOMESTIC,1,954,317.0,38209.0,905.04
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,POLICE QUARTERS,DOMESTIC,1,642,435.0,54834.0,814.56
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,DOMESTIC HT,DOMESTIC,1,57,57.0,464253.0,9156.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GRC HIGH VALUES,DOMESTIC,1,487,484.0,454342.0,10535.09
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GUTTALA BEGUMPET,DOMESTIC,1,1596,1463.0,372471.0,10023.04
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HIGH VALUE  ROAD NO 1 TO 21,DOMESTIC,1,40,39.0,27043.0,655.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HIGHVALUE,DOMESTIC,1,279,276.0,146012.0,3429.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HV RD NO 39 TO 45 & 54 TO 68,DOMESTIC,1,107,105.0,155750.0,3031.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HV ROAD 22 TO 35,DOMESTIC,1,310,305.0,376440.0,8772.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,ERRAGADDA-GOKUL THEATER,DOMESTIC,1,1057,1046.0,155858.0,1937.61
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,ERRRAGADDA- J K POINT,DOMESTIC,1,644,622.0,93121.0,878.75
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,GOUTHAM PURI,DOMESTIC,1,195,194.0,31443.0,462.4
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,GRC HV ERRAGADDA,DOMESTIC,1,80,79.0,37172.0,597.74
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,HEMAWATHI NAGAR,DOMESTIC,1,816,797.0,80874.0,883.86
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,JANAPRIYA APARTMENTS,DOMESTIC,1,1327,1322.0,243852.0,5229.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,KALPATARU RESIDENCY,DOMESTIC,1,576,576.0,137519.0,2900.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,MOTHI NAGAR,DOMESTIC,1,533,526.0,94479.0,1532.85
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,MOTHI NAGAR (EXTN) NEAR AVANTH,DOMESTIC,1,587,582.0,86954.0,1266.8
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,MOTINAGAR (NORTH)- COMMIT HALL,DOMESTIC,1,806,797.0,150874.0,2387.85
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,"BHARATNAGAR,EWS (W)",DOMESTIC,1,348,344.0,29346.0,361.88
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,BHAVANI NAGAR,DOMESTIC,1,821,814.0,82780.0,1084.28
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,CT METERS,DOMESTIC,1,45,45.0,84898.0,1122.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,CZECH COLONY EAST & SOUTH,DOMESTIC,1,1128,1126.0,257999.0,4722.16
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,CZECH COLONY WEST,DOMESTIC,1,1230,1183.0,282611.0,5704.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,D.N.M.COLONY,DOMESTIC,1,923,920.0,145652.0,1196.01
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,FATEH BAGH,DOMESTIC,1,11,10.0,4201.0,25.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,FETEH NAGAR GATE,DOMESTIC,1,59,58.0,6299.0,72.5
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,GRC HV BHARATH NAGAR,DOMESTIC,1,9,9.0,4155.0,56.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,DOMESTIC,1,1159,1144.0,259087.0,4223.72
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,RAHAMATH NAGAR MAZIDH GALLI,DOMESTIC,1,1677,1659.0,197607.0,2102.74
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,RAHAMATHNAGAR--2,DOMESTIC,1,885,853.0,99811.0,960.32
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,RAHAMATHNAGAR-1,DOMESTIC,1,2054,1995.0,213258.0,2382.31
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,RAHMANTHNAGAR (NORTH),DOMESTIC,1,1910,1818.0,204432.0,2284.41
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,S K NAGAR A-BLOCK,DOMESTIC,1,1115,1087.0,137804.0,1490.89
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,S.K.NAGAR & BARRELA PT,DOMESTIC,1,1200,1191.0,158088.0,1773.62
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,SANTOSHGIRI,DOMESTIC,1,2587,2460.0,236706.0,2865.66
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,SRAVANTHI NAGAR,DOMESTIC,1,1362,1349.0,224199.0,2811.83
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HV ROAD NO 56 TO 68 & 10 TO 22,DOMESTIC,1,288,282.0,443476.0,8441.8
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE BILLS  54 TO 60,DOMESTIC,1,389,366.0,124415.0,2108.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS 36 TO 44 AND 44A,DOMESTIC,1,241,214.0,94535.0,1415.87
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS 45 TO 53,DOMESTIC,1,316,269.0,93413.0,1498.52
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NO. 10 TO 15,DOMESTIC,1,376,341.0,86024.0,1413.72
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NOS. 1 TO 9,DOMESTIC,1,549,499.0,112925.0,2288.6
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NATRAJ NAGAR,DOMESTIC,1,807,797.0,118694.0,1049.65
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NETAJI NAGAR II- BILLAL CAFE,DOMESTIC,1,953,946.0,149410.0,1187.77
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NETAJI NAGAR-EK MINAR MASJID,DOMESTIC,1,923,914.0,140244.0,1161.12
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NEW ERRAGADDA-BANJARA NAGAR,DOMESTIC,1,688,687.0,105191.0,1094.78
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NEW SHASTRY NAGAR- JANAPRIYA O,DOMESTIC,1,384,376.0,74150.0,999.19
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,OLD SHASTRY NAGAR,DOMESTIC,1,309,306.0,36805.0,356.1
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,OLD SULTAN NAGAR,DOMESTIC,1,434,428.0,47626.0,486.39
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,PANDURANGA NAGAR,DOMESTIC,1,1505,1496.0,218782.0,2950.1
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,PREM NAGAR - II,DOMESTIC,1,668,664.0,88858.0,835.52
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,PREM NAGAR-OM JHANDA,DOMESTIC,1,1257,1205.0,144252.0,1682.63
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,GRC HV SANATHNAGAR,DOMESTIC,1,64,63.0,21188.0,584.65
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,H.P.ROAD,DOMESTIC,1,1557,1552.0,165067.0,2040.49
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,I.E.SANATH NAGAR,DOMESTIC,1,838,836.0,210008.0,6043.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,JAYAPRAKASH NAGAR,DOMESTIC,1,1007,1006.0,135813.0,1667.27
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,KAILASH NAGAR,DOMESTIC,1,743,741.0,86529.0,1052.82
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,KUKATPALLY X ROADS,DOMESTIC,1,14,13.0,1703.0,38.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,MOOSAPET,DOMESTIC,1,72,70.0,7521.0,123.49
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,NEHRU NAGAR,DOMESTIC,1,861,857.0,108174.0,1196.12
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,SRI KRISHNA NAGAR-B BLOCK,DOMESTIC,1,1290,1253.0,217506.0,3026.1
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,SRIKRISHNA NAGAR-A BLOCK,DOMESTIC,1,1368,1344.0,178467.0,1817.88
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,TAHERVILLA,DOMESTIC,1,607,597.0,142736.0,2142.69
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,VENKATAGIRI,DOMESTIC,1,1645,1591.0,225026.0,2147.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,VENKATAGIRI-2,DOMESTIC,1,1657,1627.0,240075.0,2261.42
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,YOUSUF GUDA BASTI,DOMESTIC,1,971,930.0,138866.0,1772.17
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,APARTMENT IN ARORA COLONY,DOMESTIC,1,123,123.0,22579.0,520.92
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,DK BASTI MASJID &APARTMENTS,DOMESTIC,1,538,536.0,145470.0,2189.72
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,DWARAKAPURI COLONY,DOMESTIC,1,235,219.0,45082.0,835.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,DWARAKAPURI COLONY APPT,DOMESTIC,1,614,601.0,147396.0,3111.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NOS. 26 TO 35,DOMESTIC,1,408,371.0,111971.0,1861.96
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,"JUBILEE HILLS RD NOS.24,25,27",DOMESTIC,1,193,178.0,79403.0,1022.24
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILLE HILLS RD NO. 16 TO 22,DOMESTIC,1,237,207.0,88157.0,1163.75
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,KAKATEEYA HILLS,DOMESTIC,1,1311,1298.0,338460.0,7881.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,MASTANNAGAR RD.NO.46,DOMESTIC,1,922,879.0,115710.0,1554.47
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,PRASHASAN NAGAR,DOMESTIC,1,494,482.0,141255.0,2687.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,(HARIJANA BASTI) SAI NAGAR,DOMESTIC,1,735,702.0,113599.0,1336.52
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,S.N.R.CO-OP SOCIETY,DOMESTIC,1,884,883.0,159206.0,2632.64
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SANJAY NAGAR,DOMESTIC,1,599,591.0,73312.0,719.96
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SHANKARLAL NAGAR (B),DOMESTIC,1,897,872.0,106345.0,1047.1
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SHANKARLAL NAGAR (S),DOMESTIC,1,446,437.0,75014.0,543.08
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SHANKARLAL NAGAR POCHAMMA TEMP,DOMESTIC,1,368,367.0,50059.0,526.7
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SHREEMUKH BUILDERS,DOMESTIC,1,376,376.0,104584.0,1934.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SULTAN NAGAR- MOHAMMADIA,DOMESTIC,1,647,643.0,94830.0,836.86
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SULTHAN NAGAR II- UP GALLI,DOMESTIC,1,625,622.0,94416.0,720.32
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,VENKATESWARA COLONY,DOMESTIC,1,361,357.0,62671.0,654.66
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,ZEHRA GULSHAN BAGH,DOMESTIC,1,125,118.0,20081.0,191.44
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,NEW S R T 601 TO 700,DOMESTIC,1,558,551.0,78320.0,917.22
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,RAJA RAJESHWARI NAGAR,DOMESTIC,1,914,913.0,108780.0,1311.3
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,RAVINDRA NAGAR,DOMESTIC,1,443,441.0,75709.0,818.89
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,S.R.T 701 TO 820 MARKET LANE,DOMESTIC,1,583,574.0,72998.0,962.29
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,S.R.T.(NEAR POLICE STN),DOMESTIC,1,1759,1749.0,223046.0,2733.53
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,"S.R.T.QRTS, NEAR BUSSTOP",DOMESTIC,1,1580,1563.0,213631.0,2592.77
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,S.R.T.QUARTERS,DOMESTIC,1,1526,1508.0,207120.0,2529.83
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,SANATH NAGAR,DOMESTIC,1,760,748.0,108910.0,1096.17
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,GOWRI SHANKAR COLONY NORTH,DOMESTIC,1,1355,1353.0,158676.0,1722.66
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,GOWRISHANKAR COLONY SOUTH,DOMESTIC,1,666,583.0,89792.0,1063.63
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,GURU BRHAMA NAGAR IBRAHIM NAGA,DOMESTIC,1,1218,1196.0,156466.0,1645.67
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,HINDI NAGAR,DOMESTIC,1,128,114.0,19735.0,391.06
